"Customer.ID","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score","Segment"
13987,15.4034722222222,2,682.54,3,2,3,"323","Others"
13988,19.30625,2,609.84,3,2,3,"323","Others"
13989,100.252083333333,3,759.98,1,3,3,"133","At Risk"
13992,16.1798611111111,2,142.7,3,2,1,"321","Others"
13993,15.3736111111111,10,3309.35,3,5,5,"355","Loyal Customers"
13995,15.1458333333333,9,2508.32,4,5,5,"455","Champions"
13996,22.1486111111111,2,895.76,3,2,3,"323","Others"
13997,155.079861111111,3,376.46,1,3,2,"132","At Risk"
13998,82.4034722222222,3,566.7,1,3,3,"133","At Risk"
13999,10.4270833333333,17,5600.45,4,5,5,"455","Champions"
14000,50.1847222222222,4,1410.68,2,4,4,"244","At Risk"
14001,9.29375,7,2487.01,4,5,5,"455","Champions"
14003,368.463888888889,1,209.41,0,1,1,"011","Others"
14004,29.2743055555556,4,1675.81,3,4,4,"344","Loyal Customers"
14006,164.304166666667,4,1234.48,1,4,4,"144","At Risk"
14007,148.454861111111,1,79.48,1,1,1,"111","Others"
14008,68.2861111111111,1,509.04,2,1,3,"213","Others"
14009,98.3284722222222,1,404.3,1,1,2,"112","Others"
14010,201.292361111111,2,445.15,0,2,2,"022","Others"
14011,116.1875,2,457.82,1,2,2,"122","Others"
14013,16.15625,2,611.55,3,2,3,"323","Others"
14014,12.2118055555556,2,1443.03,4,2,4,"424","Potential Loyalists"
14016,32.1798611111111,7,7062.2,3,5,5,"355","Loyal Customers"
14017,207.214583333333,1,229.75,0,1,1,"011","Others"
14018,281.234722222222,1,367.15,0,1,2,"012","Others"
14020,112.286111111111,2,606.21,1,2,3,"123","Others"
14021,10.1993055555556,4,1084.68,4,4,4,"444","Champions"
14022,122.432638888889,1,352.15,1,1,2,"112","Others"
14024,26.3819444444444,1,318.04,3,1,2,"312","Others"
14025,100.409722222222,8,4057.9,1,5,5,"155","At Risk"
14026,106.395833333333,2,713.11,1,2,3,"123","Others"
14028,186.269444444444,3,10396.5,0,3,5,"035","At Risk"
14030,2.14722222222222,14,5839.46,4,5,5,"455","Champions"
14031,1.10208333333333,27,23632.72,4,5,5,"455","Champions"
14032,2.38055555555556,6,1874.68,4,4,4,"444","Champions"
14033,191.202083333333,1,109.44,0,1,1,"011","Others"
14035,42.4104166666667,4,1366.73,2,4,4,"244","At Risk"
14037,114.297916666667,4,689.75,1,4,3,"143","At Risk"
14038,33.2145833333333,2,1509.5,3,2,4,"324","Others"
14039,211.406944444444,1,115.08,0,1,1,"011","Others"
14040,22.2916666666667,23,8963.49,3,5,5,"355","Loyal Customers"
14042,361.204166666667,1,431.98,0,1,2,"012","Others"
14043,127.071527777778,2,302.6,1,2,2,"122","Others"
14044,54.2729166666667,6,2431.28,2,4,5,"245","At Risk"
14045,9.35347222222222,13,9653.28,4,5,5,"455","Champions"
14047,8.41111111111111,10,2946.42,4,5,5,"455","Champions"
14048,18.2361111111111,2,338.76,3,2,2,"322","Others"
14049,23.3868055555556,9,7444.68,3,5,5,"355","Loyal Customers"
14051,2.3,15,6784.01,4,5,5,"455","Champions"
14052,26.35,1,241.3,3,1,1,"311","Others"
14053,33.2159722222222,2,312.05,3,2,2,"322","Others"
14055,213.400694444444,2,795.32,0,2,3,"023","Others"
14057,17.4743055555556,5,2135,3,4,4,"344","Loyal Customers"
14058,98.4375,2,469.19,1,2,2,"122","Others"
14060,2.30625,13,3378.66,4,5,5,"455","Champions"
14061,143.110416666667,3,917.43,1,3,3,"133","At Risk"
14062,10.3756944444444,12,15120.8,4,5,5,"455","Champions"
14063,74.1548611111111,9,22710.2,1,5,5,"155","At Risk"
14064,66.2784722222222,10,1925.9,2,5,4,"254","At Risk"
14065,25.1583333333333,3,891.02,3,3,3,"333","Loyal Customers"
14068,239.23125,3,1250.87,0,3,4,"034","At Risk"
14069,150.325694444444,2,225.81,1,2,1,"121","Others"
14070,320.315277777778,1,321.6,0,1,2,"012","Others"
14072,302.3125,1,390.85,0,1,2,"012","Others"
14074,259.254166666667,1,219.4,0,1,1,"011","Others"
14075,39.2819444444444,3,792.61,2,3,3,"233","At Risk"
14077,31.1666666666667,1,115.66,3,1,1,"311","Others"
14078,9.29652777777778,4,640.34,4,4,3,"443","Loyal Customers"
14079,318.1125,1,243.63,0,1,1,"011","Others"
14080,49.2479166666667,4,1070.08,2,4,4,"244","At Risk"
14081,5.17638888888889,9,4369.47,4,5,5,"455","Champions"
14082,28.3430555555556,1,231.11,3,1,1,"311","Others"
14083,7.31736111111111,3,373.3,4,3,2,"432","Loyal Customers"
14084,148.225694444444,1,150.5,1,1,1,"111","Others"
14085,4.30694444444444,16,5607.43,4,5,5,"455","Champions"
14086,98.38125,1,39.95,1,1,1,"111","Others"
14087,40.3604166666667,2,638,2,2,3,"223","Others"
14088,42.3958333333333,3,13544.99,2,3,5,"235","At Risk"
14091,290.197222222222,2,9530.08,0,2,5,"025","Others"
14092,10.2173611111111,10,3152.54,4,5,5,"455","Champions"
14094,75.3354166666667,1,311.77,1,1,2,"112","Others"
14095,358.3,1,2.95,0,1,1,"011","Others"
14097,117.236805555556,2,422.86,1,2,2,"122","Others"
14099,11.2902777777778,9,2646.74,4,5,5,"455","Champions"
14101,24.2131944444444,7,3985.14,3,5,5,"355","Loyal Customers"
14104,25.2833333333333,3,527.32,3,3,3,"333","Loyal Customers"
14105,44.3388888888889,4,4722.6,2,4,5,"245","At Risk"
14106,373.244444444444,1,214.8,0,1,1,"011","Others"
14107,84.3166666666667,4,2174.07,1,4,5,"145","At Risk"
14108,367.191666666667,2,447.05,0,2,2,"022","Others"
14110,71.1166666666667,21,7304.8,1,5,5,"155","At Risk"
14112,87.2638888888889,6,2919.44,1,4,5,"145","At Risk"
14113,11.1722222222222,12,5252.19,4,5,5,"455","Champions"
14114,31.45,5,977.56,3,4,3,"343","Loyal Customers"
14115,137.309027777778,2,622.67,1,2,3,"123","Others"
14118,64.3347222222222,1,458.45,2,1,2,"212","Others"
14119,11.3944444444444,2,183.37,4,2,1,"421","Potential Loyalists"
14122,42.2013888888889,3,362.42,2,3,2,"232","At Risk"
14123,369.184722222222,1,436.18,0,1,2,"012","Others"
14126,80.2152777777778,1,466.33,1,1,2,"112","Others"
14127,16.1284722222222,3,1190.37,3,3,4,"334","Loyal Customers"
14128,187.247222222222,1,286.71,0,1,2,"012","Others"
14129,35.4180555555556,4,1467.48,3,4,4,"344","Loyal Customers"
14130,11.1180555555556,3,1377.86,4,3,4,"434","Loyal Customers"
14131,284.334722222222,1,168.22,0,1,1,"011","Others"
14133,369.327083333333,1,305.5,0,1,2,"012","Others"
14134,18.3159722222222,15,11123.35,3,5,5,"355","Loyal Customers"
14135,3.30833333333333,11,4953.61,4,5,5,"455","Champions"
14136,36.3388888888889,5,1570.81,2,4,4,"244","At Risk"
14137,331.313194444444,1,332.7,0,1,2,"012","Others"
14139,126.250694444444,3,670.98,1,3,3,"133","At Risk"
14142,9.14444444444444,2,671.34,4,2,3,"423","Potential Loyalists"
14144,122.197222222222,1,30.6,1,1,1,"111","Others"
14145,95.4222222222222,3,3857.85,1,3,5,"135","At Risk"
14146,19.1708333333333,7,5259.3,3,5,5,"355","Loyal Customers"
14147,24.4930555555556,7,2106.8,3,5,4,"354","Loyal Customers"
14148,50.2451388888889,1,309.09,2,1,2,"212","Others"
14151,309.184722222222,2,679.45,0,2,3,"023","Others"
14152,23.2368055555556,5,1376.05,3,4,4,"344","Loyal Customers"
14153,119.226388888889,1,233.4,1,1,1,"111","Others"
14154,17.0888888888889,6,5115.08,3,4,5,"345","Loyal Customers"
14156,7.34236111111111,102,196549.74,4,5,5,"455","Champions"
14157,25.2020833333333,3,553.8,3,3,3,"333","Loyal Customers"
14159,15.2701388888889,9,3230.45,3,5,5,"355","Loyal Customers"
14160,246.229861111111,7,8421.47,0,5,5,"055","At Risk"
14161,5.27986111111111,5,2182.46,4,4,5,"445","Champions"
14163,98.1152777777778,1,148.71,1,1,1,"111","Others"
14166,141.013194444444,2,251.15,1,2,2,"122","Others"
14167,100.115277777778,4,711.7,1,4,3,"143","At Risk"
14168,56.3833333333333,2,370.45,2,2,2,"222","Others"
14169,66.4694444444444,2,621.51,2,2,3,"223","Others"
14170,11.2854166666667,3,570.18,4,3,3,"433","Loyal Customers"
14171,366.257638888889,1,135,0,1,1,"011","Others"
14172,241.274305555556,3,369.02,0,3,2,"032","At Risk"
14173,277.275694444444,2,135.16,0,2,1,"021","Others"
14175,54.2513888888889,5,4456.58,2,4,5,"245","At Risk"
14176,3.34444444444444,2,339.11,4,2,2,"422","Potential Loyalists"
14177,17.2347222222222,9,1660.23,3,5,4,"354","Loyal Customers"
14180,8.28680555555556,9,1570.73,4,5,4,"454","Champions"
14181,46.4819444444444,2,308.35,2,2,2,"222","Others"
14182,79.3444444444444,4,678.77,1,4,3,"143","At Risk"
14183,47.2194444444444,2,278.34,2,2,2,"222","Others"
14186,63.2715277777778,5,1550.63,2,4,4,"244","At Risk"
14187,109.329861111111,1,123.5,1,1,1,"111","Others"
14189,4.34652777777778,2,1160.31,4,2,4,"424","Potential Loyalists"
14190,302.231944444444,1,79.9,0,1,1,"011","Others"
14191,30.3152777777778,2,132.9,3,2,1,"321","Others"
14192,24.0951388888889,1,293.74,3,1,2,"312","Others"
14193,32.3125,1,356.8,3,1,2,"312","Others"
14194,28.3159722222222,15,7321.07,3,5,5,"355","Loyal Customers"
14195,75.2465277777778,4,1603.6,1,4,4,"144","At Risk"
14197,46.4166666666667,1,390.05,2,1,2,"212","Others"
14198,36.2576388888889,5,868.33,2,4,3,"243","At Risk"
14199,59.4833333333333,3,906.3,2,3,3,"233","At Risk"
14200,253.291666666667,1,379.2,0,1,2,"012","Others"
14201,45.0486111111111,3,446.1,2,3,2,"232","At Risk"
14202,17.1166666666667,3,847.76,3,3,3,"333","Loyal Customers"
14203,33.2680555555556,1,339.34,3,1,2,"312","Others"
14204,58.2701388888889,3,874.22,2,3,3,"233","At Risk"
14205,30.225,7,1947.5,3,5,4,"354","Loyal Customers"
14206,24.0701388888889,2,856.85,3,2,3,"323","Others"
14207,323.436111111111,1,157.8,0,1,1,"011","Others"
14208,187.284722222222,1,415.31,0,1,2,"012","Others"
14209,21.2520833333333,9,2919.84,3,5,5,"355","Loyal Customers"
14210,7.30416666666667,11,3955.68,4,5,5,"455","Champions"
14211,47.2965277777778,9,2161.19,2,5,5,"255","At Risk"
14212,81.3423611111111,1,1119.66,1,1,4,"114","Others"
14213,40.3916666666667,1,1192.2,2,1,4,"214","Others"
14215,4.18541666666667,4,1626.61,4,4,4,"444","Champions"
14216,50.2041666666667,1,310.74,2,1,2,"212","Others"
14217,2.27291666666667,7,1411.91,4,5,4,"454","Champions"
14219,45.39375,2,543.89,2,2,3,"223","Others"
14220,203.272222222222,2,882.6,0,2,3,"023","Others"
14221,85.2222222222222,8,3084.69,1,5,5,"155","At Risk"
14224,26.2555555555556,5,831.98,3,4,3,"343","Loyal Customers"
14225,70.3951388888889,4,2031.07,2,4,4,"244","At Risk"
14226,77.2284722222222,1,770.34,1,1,3,"113","Others"
14227,50.3833333333333,5,3017.75,2,4,5,"245","At Risk"
14228,73.4277777777778,3,745.5,1,3,3,"133","At Risk"
14229,39.2895833333333,4,1046.84,2,4,4,"244","At Risk"
14230,71.4541666666667,3,979.8,1,3,3,"133","At Risk"
14231,86.4229166666667,1,309.91,1,1,2,"112","Others"
14233,101.206944444444,3,1441.55,1,3,4,"134","At Risk"
14235,134.109027777778,4,1573.13,1,4,4,"144","At Risk"
14236,8.05,4,1253.78,4,4,4,"444","Champions"
14237,9.27847222222222,2,471.14,4,2,2,"422","Potential Loyalists"
14238,298.348611111111,2,287.38,0,2,2,"022","Others"
14239,67.2083333333333,10,1882.32,2,5,4,"254","At Risk"
14240,59.3006944444444,1,357.15,2,1,2,"212","Others"
14241,332.201388888889,1,120,0,1,1,"011","Others"
14243,1.47708333333333,8,4842.28,4,5,5,"455","Champions"
14244,296.347916666667,1,366.42,0,1,2,"012","Others"
14247,40.2520833333333,4,616.79,2,4,3,"243","At Risk"
14248,95.2479166666667,2,730.37,1,2,3,"123","Others"
14249,46.3104166666667,12,5400.461,2,5,5,"255","At Risk"
14252,17.2673611111111,1,350.99,3,1,2,"312","Others"
14253,129.2125,2,363.4,1,2,2,"122","Others"
14254,68.3395833333333,1,601.03,2,1,3,"213","Others"
14255,182.171527777778,1,1000.63,0,1,4,"014","Others"
14256,127.438194444444,3,1491.73,1,3,4,"134","At Risk"
14257,16.1673611111111,4,2854.73,3,4,5,"345","Loyal Customers"
14258,31.4118055555556,16,19381.36,3,5,5,"355","Loyal Customers"
14260,107.2125,3,824.28,1,3,3,"133","At Risk"
14263,59.2444444444444,1,322.93,2,1,2,"212","Others"
14264,15.0965277777778,4,1183.39,4,4,4,"444","Champions"
14265,100.320138888889,2,843.17,1,2,3,"123","Others"
14266,64.2701388888889,1,40.56,2,1,1,"211","Others"
14268,106.386111111111,1,354.85,1,1,2,"112","Others"
14269,75.2972222222222,1,295.73,1,1,2,"112","Others"
14271,45.125,1,101.86,2,1,1,"211","Others"
14272,198.425,2,482.85,0,2,2,"022","Others"
14274,322.298611111111,1,256.6,0,1,2,"012","Others"
14275,31.4548611111111,6,1189.38,3,4,4,"344","Loyal Customers"
14276,43.1166666666667,4,982.94,2,4,3,"243","At Risk"
14277,47.3034722222222,6,13009.61,2,4,5,"245","At Risk"
14278,45.3291666666667,1,205.83,2,1,1,"211","Others"
14279,156.471527777778,2,191.86,1,2,1,"121","Others"
14281,44.2194444444444,1,245.15,2,1,1,"211","Others"
14282,3.31944444444444,11,4120.32,4,5,5,"455","Champions"
14283,99.21875,4,628.44,1,4,3,"143","At Risk"
14284,289.329861111111,1,704.4,0,1,3,"013","Others"
14285,149.245833333333,4,1374.41,1,4,4,"144","At Risk"
14286,40.1819444444444,4,3851.01,2,4,5,"245","At Risk"
14290,49.3319444444444,3,2201.91,2,3,5,"235","At Risk"
14291,16.4263888888889,12,4020.85,3,5,5,"355","Loyal Customers"
14292,46.3215277777778,7,4354.32,2,5,5,"255","At Risk"
14293,4.40486111111111,6,2221.37,4,4,5,"445","Champions"
14294,43.15,1,375.34,2,1,2,"212","Others"
14295,74.4256944444444,4,2196.71,1,4,5,"145","At Risk"
14296,57.2409722222222,2,456.4,2,2,2,"222","Others"
14298,11.2680555555556,38,39667.19,4,5,5,"455","Champions"
14299,1.39652777777778,19,10533.87,4,5,5,"455","Champions"
14301,52.2444444444444,3,1352.04,2,3,4,"234","At Risk"
14302,66.49375,3,742.9,2,3,3,"233","At Risk"
14303,43.1833333333333,2,277.94,2,2,2,"222","Others"
14304,15.4034722222222,2,1341.56,3,2,4,"324","Others"
14306,14.3868055555556,4,1058.08,4,4,4,"444","Champions"
14307,9.34722222222222,5,2075.31,4,4,4,"444","Champions"
14308,185.134027777778,2,1147.02,0,2,4,"024","Others"
14309,49.2798611111111,2,1428.28,2,2,4,"224","Others"
14310,68.3104166666667,1,492.1,2,1,2,"212","Others"
14311,203.397916666667,1,206.19,0,1,1,"011","Others"
14312,14.3479166666667,5,1478.7,4,4,4,"444","Champions"
14314,66.5006944444444,1,109.8,2,1,1,"211","Others"
14315,200.253472222222,2,716.69,0,2,3,"023","Others"
14316,58.1458333333333,5,1370.34,2,4,4,"244","At Risk"
14318,96.1868055555556,1,158.02,1,1,1,"111","Others"
14319,60.2659722222222,1,494.85,2,1,2,"212","Others"
14320,182.302777777778,3,868.96,0,3,3,"033","At Risk"
14321,67.3006944444444,2,687.31,2,2,3,"223","Others"
14322,65.1972222222222,4,474.1,2,4,2,"242","At Risk"
14324,45.3451388888889,2,701.61,2,2,3,"223","Others"
14325,205.445138888889,1,245.48,0,1,1,"011","Others"
14326,99.2722222222222,2,757.13,1,2,3,"123","Others"
14327,18.1923611111111,5,1583.28,3,4,4,"344","Loyal Customers"
14328,74.1666666666667,1,445.05,1,1,2,"112","Others"
14329,11.1722222222222,8,4912.38,4,5,5,"455","Champions"
14330,259.452083333333,1,200.63,0,1,1,"011","Others"
14332,17.1923611111111,2,1077.2,3,2,4,"324","Others"
14334,61.3944444444444,4,1766.27,2,4,4,"244","At Risk"
14338,172.395138888889,1,339.88,1,1,2,"112","Others"
14339,64.4659722222222,1,310.75,2,1,2,"212","Others"
14341,56.1729166666667,10,2285.04,2,5,5,"255","At Risk"
14342,68.3020833333333,2,249.88,2,2,1,"221","Others"
14343,57.2888888888889,4,1079.66,2,4,4,"244","At Risk"
14344,3.38194444444444,14,2443.77,4,5,5,"455","Champions"
14346,61.2375,3,1294.17,2,3,4,"234","At Risk"
14347,372.383333333333,1,82.6,0,1,1,"011","Others"
14350,16.3333333333333,2,689.1,3,2,3,"323","Others"
14353,46.21875,2,285.9,2,2,2,"222","Others"
14355,1.32291666666667,3,840.05,4,3,3,"433","Loyal Customers"
14358,25.1736111111111,2,400.06,3,2,2,"322","Others"
14361,214.313888888889,1,214.71,0,1,1,"011","Others"
14363,38.125,2,227.47,2,2,1,"221","Others"
14365,30.4229166666667,2,634.68,3,2,3,"323","Others"
14366,161.109722222222,1,136,1,1,1,"111","Others"
14369,278.176388888889,2,469.13,0,2,2,"022","Others"
14370,86.3805555555556,6,1175.78,1,4,4,"144","At Risk"
14372,79.1555555555556,2,860.08,1,2,3,"123","Others"
14374,177.233333333333,1,108,0,1,1,"011","Others"
14375,86.2194444444444,2,871.26,1,2,3,"123","Others"
14376,319.184027777778,1,215.46,0,1,1,"011","Others"
14378,257.31875,1,131.25,0,1,1,"011","Others"
14379,29.1472222222222,2,917.06,3,2,3,"323","Others"
14380,318.118055555556,1,48.96,0,1,1,"011","Others"
14381,87.1569444444444,1,423.26,1,1,2,"112","Others"
14382,26.1451388888889,1,578.14,3,1,3,"313","Others"
14384,136.422222222222,1,58.5,1,1,1,"111","Others"
14388,8.37430555555556,9,3488.16,4,5,5,"455","Champions"
14389,60.4145833333333,3,854.55,2,3,3,"233","At Risk"
14390,8.33611111111111,5,1731.16,4,4,4,"444","Champions"
14391,212.429861111111,1,135.6,0,1,1,"011","Others"
14392,68.2951388888889,1,266.4,2,1,2,"212","Others"
14394,200.3875,1,93.8,0,1,1,"011","Others"
14395,8.07361111111111,12,4630.7,4,5,5,"455","Champions"
14396,7.19583333333333,6,1591.74,4,4,4,"444","Champions"
14398,37.2604166666667,2,707.79,2,2,3,"223","Others"
14399,30.2763888888889,8,2108.21,3,5,4,"354","Loyal Customers"
14400,44.2513888888889,2,1157.77,2,2,4,"224","Others"
14401,60.1916666666667,9,2744.42,2,5,5,"255","At Risk"
14402,288.278472222222,1,285.6,0,1,2,"012","Others"
14403,225.468055555556,2,404.7,0,2,2,"022","Others"
14404,5.16736111111111,8,1404.04,4,5,4,"454","Champions"
14405,22.3479166666667,1,195,3,1,1,"311","Others"
14408,107.286805555556,4,1503.24,1,4,4,"144","At Risk"
14409,4.20486111111111,5,1696.64,4,4,4,"444","Champions"
14410,12.2111111111111,2,1531.63,4,2,4,"424","Potential Loyalists"
14412,60.3111111111111,1,656.16,2,1,3,"213","Others"
14413,46.2222222222222,3,643.47,2,3,3,"233","At Risk"
14414,10.4090277777778,1,902.35,4,1,3,"413","Potential Loyalists"
14415,15.2569444444444,10,6124.52,4,5,5,"455","Champions"
14417,23.3791666666667,1,524.65,3,1,3,"313","Others"
14419,18.3694444444444,1,202.85,3,1,1,"311","Others"
14420,32.3833333333333,3,1251.65,3,3,4,"334","Loyal Customers"
14421,148.313194444444,4,1656.26,1,4,4,"144","At Risk"
14422,10.3875,13,6007.88,4,5,5,"455","Champions"
14423,73.3881944444445,2,651.41,1,2,3,"123","Others"
14425,70.4006944444444,3,661.39,2,3,3,"233","At Risk"
14426,39.1506944444444,7,7246.27,2,5,5,"255","At Risk"
14427,130.358333333333,2,900.18,1,2,3,"123","Others"
14429,39.4118055555556,1,516.28,2,1,3,"213","Others"
14430,147.351388888889,3,1220.9,1,3,4,"134","At Risk"
14431,15.2486111111111,3,2143.84,4,3,5,"435","Loyal Customers"
14433,101.309722222222,1,280.7,1,1,2,"112","Others"
14435,137.311111111111,1,90.42,1,1,1,"111","Others"
14436,189.353472222222,1,182.64,0,1,1,"011","Others"
14437,1.44027777777778,5,873.34,4,4,3,"443","Loyal Customers"
14439,79.2180555555556,4,6781.8,1,4,5,"145","At Risk"
14440,1.3,9,4281.05,4,5,5,"455","Champions"
14441,10.0180555555556,7,2898.8,4,5,5,"455","Champions"
14442,50.1819444444444,5,3777.2,2,4,5,"245","At Risk"
14443,4.37361111111111,2,966.27,4,2,3,"423","Potential Loyalists"
14444,92.0451388888889,1,120.44,1,1,1,"111","Others"
14445,91.3694444444444,1,221.65,1,1,1,"111","Others"
14446,22.3284722222222,1,189.93,3,1,1,"311","Others"
14447,36.2701388888889,1,548.5,2,1,3,"213","Others"
14449,8.24444444444444,5,1555.4,4,4,4,"444","Champions"
14450,15.3354166666667,4,645.19,3,4,3,"343","Loyal Customers"
14451,25.2444444444444,10,2614.78,3,5,5,"355","Loyal Customers"
14452,31.2416666666667,2,399.9,3,2,2,"322","Others"
14454,12.2743055555556,5,977.3,4,4,3,"443","Loyal Customers"
14455,68.1756944444444,4,617.72,2,4,3,"243","At Risk"
14458,16.3041666666667,1,228.07,3,1,1,"311","Others"
14459,287.274305555556,1,3537.821,0,1,5,"015","Others"
14460,32.2090277777778,6,659.16,3,4,3,"343","Loyal Customers"
14461,18.3111111111111,10,4573.85,3,5,5,"355","Loyal Customers"
14462,68.2416666666667,1,262.24,2,1,2,"212","Others"
14463,135.351388888889,1,256.95,1,1,2,"112","Others"
14464,204.084027777778,2,111,0,2,1,"021","Others"
14465,64.2027777777778,8,2887.41,2,5,5,"255","At Risk"
14466,8.26736111111111,7,2374.5,4,5,5,"455","Champions"
14467,25.375,8,1606.98,3,5,4,"354","Loyal Customers"
14468,369.319444444444,1,204.24,0,1,1,"011","Others"
14469,52.2298611111111,4,2093.46,2,4,4,"244","At Risk"
14470,66.3069444444444,1,250.85,2,1,2,"212","Others"
14471,227.117361111111,2,400.95,0,2,2,"022","Others"
14472,325.286111111111,1,266.05,0,1,2,"012","Others"
14474,215.325694444444,1,711.23,0,1,3,"013","Others"
14475,44.4451388888889,1,225.3,2,1,1,"211","Others"
14477,72.2472222222222,3,660,1,3,3,"133","At Risk"
14478,18.1888888888889,4,1276.66,3,4,4,"344","Loyal Customers"
14479,1.29305555555556,3,982.86,4,3,3,"433","Loyal Customers"
14480,38.3097222222222,3,1020.47,2,3,4,"234","At Risk"
14481,43.0284722222222,3,1648.18,2,3,4,"234","At Risk"
14482,15.1909722222222,6,2283.91,4,4,5,"445","Champions"
14483,372.40625,1,120,0,1,1,"011","Others"
14484,37.2576388888889,3,749.06,2,3,3,"233","At Risk"
14486,147.429861111111,2,175.5,1,2,1,"121","Others"
14487,4.27708333333333,2,225.89,4,2,1,"421","Potential Loyalists"
14489,73.1909722222222,3,1111.55,1,3,4,"134","At Risk"
14490,42.20625,2,1273.47,2,2,4,"224","Others"
14491,8.32708333333333,1,127.2,4,1,1,"411","Potential Loyalists"
14492,66.2777777777778,7,1921.91,2,5,4,"254","At Risk"
14493,26.15625,5,2704.62,3,4,5,"345","Loyal Customers"
14494,37.2833333333333,2,261.9,2,2,2,"222","Others"
14495,295.466666666667,1,51,0,1,1,"011","Others"
14496,9.18472222222222,6,2129.42,4,4,4,"444","Champions"
14497,309.418055555556,1,221.69,0,1,1,"011","Others"
14498,37.3680555555556,5,1943.51,2,4,4,"244","At Risk"
14499,10.23125,4,1293.35,4,4,4,"444","Champions"
14505,40.15625,11,6019.65,2,5,5,"255","At Risk"
14506,5.23333333333333,3,1256.6,4,3,4,"434","Loyal Customers"
14507,14.3590277777778,5,1848.86,4,4,4,"444","Champions"
14508,12.2777777777778,3,554.87,4,3,3,"433","Loyal Customers"
14509,170.277777777778,1,110.95,1,1,1,"111","Others"
14510,11.3020833333333,3,979.85,4,3,3,"433","Loyal Customers"
14512,19.2923611111111,5,940.69,3,4,3,"343","Loyal Customers"
14513,72.3263888888889,3,332.42,1,3,2,"132","At Risk"
14514,72.2826388888889,6,3389.84,1,4,5,"145","At Risk"
14515,23.3173611111111,6,1647.17,3,4,4,"344","Loyal Customers"
14516,152.245833333333,1,151.17,1,1,1,"111","Others"
14519,319.363194444444,2,203.14,0,2,1,"021","Others"
14521,127.143055555556,1,199.45,1,1,1,"111","Others"
14522,231.386111111111,4,773.88,0,4,3,"043","At Risk"
14524,45.3611111111111,4,1066.03,2,4,4,"244","At Risk"
14525,64.0402777777778,8,3810.64,2,5,5,"255","At Risk"
14526,25.2701388888889,1,258.65,3,1,2,"312","Others"
14527,1.31180555555556,69,19257.08,4,5,5,"455","Champions"
14530,32.2888888888889,10,3226.76,3,5,5,"355","Loyal Customers"
14531,115.40625,1,376.34,1,1,2,"112","Others"
14532,47.3173611111111,7,2912.93,2,5,5,"255","At Risk"
14533,43.1381944444444,4,1516.65,2,4,4,"244","At Risk"
14534,33.3868055555556,8,1790.36,3,5,4,"354","Loyal Customers"
14535,31.1652777777778,6,3118.39,3,4,5,"345","Loyal Customers"
14537,259.261805555556,1,285.84,0,1,2,"012","Others"
14538,166.401388888889,3,982.59,1,3,3,"133","At Risk"
14540,15.3819444444444,8,2756.98,3,5,5,"355","Loyal Customers"
14541,52.2041666666667,6,1038.03,2,4,4,"244","At Risk"
14543,16.4034722222222,23,10988.14,3,5,5,"355","Loyal Customers"
14544,106.167361111111,1,934.23,1,1,3,"113","Others"
14545,310.193055555556,1,349.25,0,1,2,"012","Others"
14546,12.3236111111111,6,2610.91,4,4,5,"445","Champions"
14548,120.175694444444,7,1888.49,1,5,4,"154","At Risk"
14549,56.4826388888889,3,624.36,2,3,3,"233","At Risk"
14550,24.2472222222222,2,587.69,3,2,3,"323","Others"
14551,47.2194444444444,5,691.86,2,4,3,"243","At Risk"
14552,16.3090277777778,2,343.71,3,2,2,"322","Others"
14553,47.3340277777778,4,959.33,2,4,3,"243","At Risk"
14555,17.3513888888889,4,1991.49,3,4,4,"344","Loyal Customers"
14556,232.211111111111,3,815.69,0,3,3,"033","At Risk"
14558,290.298611111111,3,655.5,0,3,3,"033","At Risk"
14559,26.1638888888889,1,75.6,3,1,1,"311","Others"
14560,15.4243055555556,22,3876.26,3,5,5,"355","Loyal Customers"
14562,26.36875,8,1631.38,3,5,4,"354","Loyal Customers"
14563,145.333333333333,2,640.54,1,2,3,"123","Others"
14564,70.4576388888889,2,2605.62,2,2,5,"225","Others"
14565,109.425694444444,1,760.1,1,1,3,"113","Others"
14566,53.2111111111111,3,2660,2,3,5,"235","At Risk"
14568,71.1152777777778,1,919.7,1,1,3,"113","Others"
14569,88.3819444444444,3,369.94,1,3,2,"132","At Risk"
14570,79.2875,1,395.69,1,1,2,"112","Others"
14571,61.2048611111111,1,160,2,1,1,"211","Others"
14572,53.1180555555556,4,2722.34,2,4,5,"245","At Risk"
14573,8.00138888888889,5,925.3,4,4,3,"443","Loyal Customers"
14574,368.304861111111,1,143.7,0,1,1,"011","Others"
14575,124.215277777778,1,420.22,1,1,2,"112","Others"
14576,8.09027777777778,1,35.4,4,1,1,"411","Potential Loyalists"
14577,30.3208333333333,3,504.44,3,3,3,"333","Loyal Customers"
14579,68.2256944444444,1,105.56,2,1,1,"211","Others"
14580,154.195138888889,1,14.85,1,1,1,"111","Others"
14581,180.175694444444,1,271.05,0,1,2,"012","Others"
14583,19.1895833333333,3,673.33,3,3,3,"333","Loyal Customers"
14584,57.2590277777778,4,705.1,2,4,3,"243","At Risk"
14585,18.3034722222222,4,986.22,3,4,3,"343","Loyal Customers"
14588,214.203472222222,1,135.39,0,1,1,"011","Others"
